timestamp,commit_sha,device,seed,router,module_expansion,expansion_threshold,expansion_cooldown,max_modules_per_layer,num_tasks,epochs_per_task,batch_size,lr,optimizer,task0_acc,task1_acc,task2_acc,task3_acc,task4_acc,final_avg_acc,final_forgetting,final_params,peak_params,train_time_s,peak_vram_mb,lit_paper_key,lit_reported_avg_acc,protocol_match,notes
20251022_173551,0720416921adff886fe33ad88f7b01bae3535063,cpu,42,none,off,0.2,1,1,5,1,32,0.0003,adam,0.9891252955082742,0.9725759059745348,0.9903948772678762,0.9919436052366566,0.9853756933938477,0.9858830754762378,0.011391761860882588,478410,478410,7.719799041748047,,,,no,
20251022_173551,0720416921adff886fe33ad88f7b01bae3535063,cpu,agg_mean,none,off,0.2,1,1,5,1,32,0.0003,adam,0.9891252955082742,0.9725759059745348,0.9903948772678762,0.9919436052366566,0.9853756933938477,0.9858830754762378,0.011391761860882588,478410.0,478410.0,7.719799041748047,,,,no,
20251022_173551,0720416921adff886fe33ad88f7b01bae3535063,cpu,agg_std,none,off,0.2,1,1,5,1,32,0.0003,adam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no,
